"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"1","Josh Allen","QB","BUF","17.2","17.7","37.2","21","36.5","29.7","BYE","29.5","11.6","21.9","18.2","28.7","11.7","36.2","21.8","31","23.9","23.9","24.6","417.6"
"2","Justin Herbert","QB","LAC","14.4","16.7","30.8","21.3","42.8","12","BYE","15.8","31.6","13","35.3","21.7","26.3","24.9","24","18.9","17.7","28.4","23.3","395.8"
"3","Tom Brady","QB","FA","29.2","29.6","28.7","11.1","37.7","19","24.4","27.2","-","15","20.3","12.2","29.6","30.1","5.8","14.4","27.4","25","22.7","386.7"
"4","Patrick Mahomes II","QB","KC","33.3","25","24.9","32.3","21","25","8.7","15","10.4","36.2","8.5","BYE","13.6","20.3","30.6","22.3","20.9","26.2","22","374.2"
"5","Matthew Stafford","QB","LAR","24.3","18.2","29.5","20.3","17.5","26.2","27.2","24.2","15.1","11.8","BYE","23","24","23.5","16.5","9.7","16.3","19.5","20.4","346.7"
"6","Aaron Rodgers","QB","NYJ","3.3","26.8","18","24.1","20.8","23.7","24.7","15.7","-","11.5","33.5","26.3","-","29.6","23.8","20","20.3","14.2","21","336.3"
"7","Dak Prescott","QB","DAL","28.4","8.5","20.1","27","21.7","27.8","BYE","-","19.9","26.3","4.6","25.3","12.2","11.9","10.6","31.3","23","31.8","20.7","330.6"
"8","Joe Burrow","QB","CIN","18.6","13.3","18.6","22.3","20.3","23.8","27.6","21.3","9.4","BYE","9","17.4","18.6","22.2","12.8","38.1","34.8","-","20.5","328.2"
"9","Jalen Hurts","QB","PHI","28.8","21.8","22.5","28.2","23.9","26","23.5","11.2","16.7","19.6","30.8","9.9","-","BYE","28.6","16.7","13","-","21.4","321.2"
"10","Kyler Murray","QB","ARI","34.6","35.1","19.5","22.6","13.7","25.8","22.4","11.1","-","-","-","BYE","30.8","19.4","13.6","21.9","22.9","17.1","22.2","310.5"
"11","Kirk Cousins","QB","ATL","22","25.3","25.1","11.1","14.4","28.5","-","13.2","21.6","17.5","25.2","16.5","20.2","16","11.5","17.3","-","21.9","19.2","307.3"
"12","Ryan Tannehill","QB","TEN","15.2","14.6","23.5","18.8","14","13.9","20.4","23.2","15","18.6","13.2","9.1","BYE","16.5","10.9","14.6","13.5","27.3","16.6","282.4"
"13","Derek Carr","QB","NO","25","24.2","22.2","15.4","8.2","21.5","20","-","12.3","19.2","9.6","21","12.4","11.5","11.1","9.5","12.2","15.3","15.9","271"
"14","Carson Wentz","QB","KC","18.3","18.6","7.8","17.9","22.6","17","20.3","20.3","24.2","7.1","10","22.3","11.1","-","7","17.4","10.9","12.1","15.6","265"
"15","Lamar Jackson","QB","BAL","18","34.3","20.3","19.4","41.9","13.8","23.1","BYE","32.6","16.4","-","13.4","18.6","1.2","-","-","-","-","21.1","253"
"16","Russell Wilson","QB","PIT","27.1","23.3","16.6","22.6","10.1","-","BYE","-","-","7.6","8.5","19.5","17.7","21.2","5.2","16.5","27.8","25","17.8","248.8"
"17","Jimmy Garoppolo","QB","LAR","14.8","19.6","15.7","9.6","-","-","7.2","27.3","20.3","15.4","15.6","12.2","18","20.1","13.8","15.2","-","14.7","16","239.5"
"18","Mac Jones","QB","JAC","15.2","7.4","14.6","17.9","12.5","15.8","22.2","11.7","7","19.9","11.4","21.5","0.5","-","19.2","7.1","22.3","11.8","14","237.9"
"19","Taylor Heinicke","QB","ATL","10.6","21","22.4","27.9","11.9","10.3","21.2","13.8","-","15.7","23.1","12.2","15.8","8.7","-","6.7","10.3","5.1","14.8","236.9"
"20","Matt Ryan","QB","FA","7.4","19.3","15.6","29","21.6","-","18.4","8.1","28.5","2.7","4.1","11.2","12.1","11.9","13.4","13.1","6.6","11.8","13.8","234.9"
"21","Ben Roethlisberger","QB","FA","12","14.8","15.2","10.3","16","10.9","-","14.6","16.2","-","22.9","10.5","19.3","25.8","11.9","7.4","7.8","12.4","14.3","228.1"
"22","Trevor Lawrence","QB","JAC","22.1","8.8","9.5","17.8","22.7","15.9","BYE","13.6","5.1","9.8","8.6","18","6.8","5","10.5","12.9","10.3","18.6","12.7","216"
"23","Teddy Bridgewater","QB","FA","20.5","21.2","11.8","6.8","19.6","21.3","14.8","12.6","21.9","9","-","16.2","14","15.2","4.9","-","-","-","15","209.7"
"24","Jared Goff","QB","DET","29.9","19.4","9.1","16.8","7.1","9.2","13","8.9","BYE","4.6","-","12.8","20.9","12.6","20.6","-","-","17.5","14.5","202.5"
"25","Baker Mayfield","QB","TB","13.6","18.5","16.9","9.3","23","13.2","-","9.5","16.7","5.9","9.9","12.3","-","16","-","14","15","-","13.9","193.9"
"26","Tua Tagovailoa","QB","MIA","17.2","0.5","-","-","-","22.4","28.5","16.2","-","12.3","18.5","13.2","17.9","BYE","15.7","11","5.3","12.2","14.7","190.9"
"27","Daniel Jones","QB","NYG","21.4","29.5","16.5","27.8","4.8","7.1","16.5","17.1","8.1","BYE","9.7","15.1","-","-","-","-","-","-","15.8","173.5"
"28","Sam Darnold","QB","MIN","19.1","19.9","25.3","33.5","9.1","16.1","3.5","11.8","4.8","-","-","-","-","-","-","8.7","3","15.7","14.2","170.3"
"29","Davis Mills","QB","HOU","-","7","10.7","-0.3","24.7","8.2","3.4","21.4","-","BYE","-","-","3.1","18","15.6","18.1","9.9","27.2","12.8","167"
"30","Zach Wilson","QB","NYJ","19.3","6.3","4.6","18.7","9","BYE","2","-","-","-","-","11.1","22","11.4","12","23.2","13.4","9.9","12.5","162.9"
"31","Justin Fields","QB","PIT","6.7","4.5","3.9","8.3","8.8","14.3","4.2","26.3","19.1","-","3.5","-","-","20.4","16.9","-","-","-","11.4","136.8"
"32","Jameis Winston","QB","CLE","29.6","10.3","13.5","13","26.8","-","16.9","10.2","-","-","-","-","BYE","-","-","-","-","-","17.2","120.4"
"33","Andy Dalton","QB","CAR","6.5","8.7","-","-","0.3","-","-","-","-","-","16","16.8","15.8","-","-","-","11.3","17.7","11.7","93.2"
"34","Trevor Siemian","QB","NYJ","-","-","-","-","-","BYE","-","10.6","16","19.9","26.2","9.8","-","-","-","-","-","10.7","15.5","93.2"
"35","Cam Newton","QB","FA","-","-","-","-","-","-","-","-","-","11.7","26.2","8.2","-","14.8","24.3","5.6","0.5","0","11.4","91.4"
"36","Tyrod Taylor","QB","NYJ","23.6","16.5","-","-","-","BYE","-","-","8.9","-","19.1","16.3","2.3","-","-","-","-","-","14.5","86.7"
"37","Tyler Huntley","QB","CLE","-","-","-","-","-","1","1.6","-","-","-","11.8","-","BYE","15.3","35.9","-","12.3","8.8","12.4","86.6"
"38","Jacoby Brissett","QB","NE","0.4","6.6","20.3","14.8","16","1","-","-","10.5","6.6","-","-","-","BYE","0.2","0","0","-","6.9","76.3"
"39","Trey Lance","QB","DAL","4.4","-","6.1","20.4","15.6","-","BYE","-","-","-","0.4","-","-","-","-","-","20.1","-","11.2","66.9"
"40","Geno Smith","QB","SEA","-","-","-","-","10.5","10.3","11.9","22.6","BYE","-","-","-","-","-","-","-","-","-","13.8","55.3"
"41","Drew Lock","QB","NYG","-","-","-","3.5","-","-","-","-","-","BYE","-","0","-","-","5.3","7.1","14.9","22","8.8","52.9"
"42","Mike White","QB","MIA","-","-","-","-","-","-","10.1","28.1","7.8","6","-","-","-","BYE","-","-","-","-","13","52"
"43","Josh Johnson","QB","BAL","-","-","-","-","-","-","-","0.7","25.5","-","-","2","-","-","-","20.2","-","-","12.1","48.3"
"44","Colt McCoy","QB","FA","-","-","-","-0.2","-","-0.3","-0.1","-","16.3","1.2","22.9","-","-","0","2.5","-","-","-","5.3","42.3"
"45","Mike Glennon","QB","FA","-","-","-","-","10","-","-","-","-","-","-","-","6.5","19.3","1","7.8","-3.7","-","6.8","40.9"
"46","Gardner Minshew II","QB","LV","-","-","-","-","-","-","-","0.4","-","-","-","-","18.8","-","-","-","-","15.4","11.6","34.7"
"47","Tim Boyle","QB","HOU","-","-","-","-","-","-","-","-","-","BYE","1.1","-","-","-","-","10.5","18.9","-0.1","7.6","30.3"
"48","Case Keenum","QB","HOU","-","-","0","-","-","0.2","12.7","-","-","3.2","-","-","-","-","-","-","-","13.5","5.9","29.7"
"49","Cooper Rush","QB","DAL","-","-","-","-","-","-","BYE","18.2","-","0.1","-","-","-","-","-","6.8","-","0","6.3","25.1"
"50","Jordan Love","QB","GB","0.7","-0.3","-","-","-","-","-","-","12.9","-","-0.1","-","BYE","-","-","-","1.7","9.3","4","24.1"
"51","Joe Flacco","QB","IND","-","-","-","-","-","-","-","-","-","5.9","17.9","-","-","BYE","-","-","-","-","11.9","23.8"
"52","Mason Rudolph","QB","TEN","-","-","-","-","-","-","-","-","-","16.3","-","-","BYE","-","-","3.1","-","-","9.7","19.4"
"53","Nick Foles","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","16.8","-","-","16.8","16.8"
"54","P.J. Walker","QB","CLE","-","-","-","-","-","-","2.6","-0.1","-","6.3","-","2.5","BYE","5.5","-","-","-","-","3.4","16.8"
"55","Marcus Mariota","QB","WAS","3.1","-","-","-","-","-","0.4","-","0.6","-","-","6.4","-","-","0.3","-","1.6","2.5","2.1","14.9"
"56","Jake Fromm","QB","WAS","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","3.3","1.2","-","9.4","4.6","13.9"
"57","Brandon Allen","QB","SF","-","-","-","-","-","4","-","-","0.2","-","-","-0.1","-","-","-","-","0","9.7","2.8","13.9"
"58","Sean Mannion","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13","-","13","13"
"59","Brian Hoyer","QB","FA","-","-","-","-","-","-","2.9","-","-0.3","7.2","-","-0.1","-","-","-","-","2.6","-","2.5","12.3"
"60","Nick Mullens","QB","MIN","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","9.9","-","-","-","9.9","9.9"
"61","Mitch Trubisky","QB","BUF","-","-0.2","1.9","7.3","-","-","BYE","-","-","-","-0.2","-","-","-","-","-","-","0.3","1.8","9.1"
"62","Kyle Allen","QB","PIT","-","-","-","-","-","-","BYE","-","-","-","-","-","-","1.2","-","6.7","-","-","4","7.9"
"63","Garrett Gilbert","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.8","-","-","-","7.8","7.8"
"64","Ian Book","QB","KC","-","-","-","-","-","-","-","-","-","-","-","BYE","-","-","-","4","-","-","4","4"
"65","Chad Henne","QB","FA","-","-","-","-","-","-","3.7","-","-","-0.2","-","-","-","-0.2","-","0","-","-","0.8","3.3"
"66","Chris Streveler","QB","FA","-","-","-","-","-","-","-","-","0.2","1.8","-","-","-","-","-","-","-","-","1","2"
"67","Blaine Gabbert","QB","KC","-","-0.3","-","-","1.5","-","0.6","-","-","-","0.2","BYE","-","-","-","0","-","-0.1","0.3","2"
"68","C.J. Beathard","QB","JAC","-","-","-","-","-","-","BYE","-","1.3","-","-","-","0.2","-","-","-","-","-","0.8","1.5"
"69","Sam Ehlinger","QB","IND","-","-","-","-","-","-","-","-","0.1","-","0.9","-","-0.1","BYE","-","-","-","-","0.3","0.9"
"70","Ryan Fitzpatrick","QB","FA","0.7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.7","0.7"
"71","David Blough","QB","FA","-","-","-","-","-","-","-","0.6","-","-","-","-","-","-","-","-","-","-","0.6","0.6"
"72","Kellen Mond","QB","IND","-","-","-","-","-","0","-","-","-","-","-","-","-","BYE","-","-","0.2","-","0.1","0.2"
"72","Nathan Peterman","QB","NO","-","-","-","-","0.2","BYE","-","-","-","-","-","-","-","-","-","-","-","-","0.2","0.2"
"74","Brett Rypien","QB","CHI","-","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","-","0","-","0","0"
"74","Trace McSorley","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","-","0","0"
"74","Jacob Eason","QB","NYG","-","0","-","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","-","0","0"
"77","Kurt Benkert","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-0.1","-","-","-","-","-0.1","-0.1"
"78","Chase Daniel","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-0.2","-","-","-","-","-0.2","-0.2"
"79","Davis Webb","QB","FA","-","-","-","-","-","-","-","-","-","-0.3","-","-","-","-","-","-","-","-","-0.3","-0.3"
"80","Feleipe Franks","QB","ATL","0","-","-","0.3","-","BYE","-","-","0.3","0","-1","0","-","-","-","-","-","-","-0.1","-0.4"
"81","Logan Woodside","QB","ATL","-","-","-","-","-","BYE","-0.1","-0.1","-0.1","-","-","-","-","-0.3","-","-","-","-","-0.2","-0.6"
"82","John Wolford","QB","TB","-","-","-","-","-","-1.1","-","0.2","BYE","-","-","-","-","-","-","-","-","-","-0.5","-0.9"
"83","Josh Rosen","QB","FA","-","0","-","-","-","-","-","-","-","-0.4","-0.8","-","-","-","-","-","-","-","-0.4","-1.2"
""
""